매장명,매장주소,건물id,프랜차이즈id,매장매출,상가매출,상권매출,거주인구,1인가구,주변 전철역 이용인구수,같은 상권내 동종업계 개수,동일프랜차이즈와의 최단거리,주변 학교 개수,주변 관광지유무,주변 빌딩 개수
메가MGC커피 송도캠퍼스타운역점,인천 연수구 송도과학로27번길 55 롯데캐슬 캠퍼스타운 A동 117~118호,,6,1300,170000,210000,16153,30.9,10565,10,790,0,0,0
메가MGC커피 주안힐탑플러스점,인천 미추홀구 주안서로 18 104~105호,,6,2100,5000,510000,27740,48.1,0,20,320,0,0,47
메가MGC커피 인천작전점,인천 계양구 계양대로 44 덕용프라자 1층 106호,,6,1100,5100,680000,23919,34.2,24928,17,400,1,0,14
메가MGC커피 루원시티점,인천 서구 봉오재1로 49 루에블리상가 1층 102호,,6,1200,8200,150000,32691,32.3,0,9,470,3,0,2
메가MGC커피 간석벽산점,인천 남동구 호구포로 899 1층,,6,2400,4200,340000,36955,36.1,0,9,480,2,0,15
메가MGC커피 영종2동행정복지센터점,인천 중구 월촌길 82 1층 102호,,6,1400,1400,16000,5272,40.6,0,2,1250,2,0,0
메가MGC커피 인천대화초점,인천 미추홀구 석정로 306 삼원상가 1층 108호,,6,1700,2700,110000,25099,47.6,7856,4,570,1,0,9
메가MGC커피 부평중점,인천 부평구 장제로 171 태영빌딩 1층,,6,1700,8200,600000,38692,42.4,0,13,370,2,0,21
메가MGC커피 인천부흥오거리점,인천 부평구 부흥로 342 1층,,6,1700,4400,980000,43768,42.4,0,14,310,1,0,15
메가MGC커피 인천제물량로점,인천 중구 제물량로 117-1 1층,,6,1200,1200,1090000,14367,51.6,0,13,500,2,0,3
메가MGC커피 인천검단초점,인천 서구 검단로623번길 13 1층,,6,1700,5900,540000,6897,38,0,2,1040,1,0,5
메가MGC커피 인천신기사거리점,인천 미추홀구 미추홀대로 610 현대메디칼프라자 1층 103호,,6,2200,5400,440000,29341,42.2,0,10,350,0,0,8
메가MGC커피 부평신트리점,인천 부평구 길주남로 33 1층,,6,2300,5300,300000,29707,40,0,15,320,1,0,4
메가MGC커피 송도e편한세상점,인천 연수구 랜드마크로 113 근린생활시설상가 A동 1층 105호,,6,1800,64000,100000,23646,21.2,0,3,600,1,0,0
메가MGC커피 주안승기사거리점,인천 미추홀구 경원대로 774 태영빌딩 1층 105호,,6,1700,7300,310000,21568,49.2,0,3,570,2,0,21
메가MGC커피 부평굴다리점,인천 부평구 부일로 11 아이앤비아파트상가 104호,,6,1900,15000,350000,40177,44.8,0,13,300,1,0,22
메가MGC커피 송도센트럴푸르지오점,인천 연수구 센트럴로 160 1층 182호,,6,600,120000,1100000,18438,24.9,0,28,360,0,0,7
메가MGC커피 인천송현점,인천 동구 수문통로 54-1 1층,,6,1800,1800,290000,21670,45.5,0,7,430,1,0,7
메가MGC커피 인천도림고점,인천 남동구 서창남로 16-1 1층,,6,1900,4400,420000,10294,35.7,0,13,500,1,0,13
메가MGC커피 인천구월중앙점,인천 남동구 남동대로 728 1층,,6,1100,2500,270000,23634,52.8,0,11,330,2,0,54
메가MGC커피 인천삼산사거리점,인천 부평구 평천로 400 삼산웰빙프라자 1층 104호,,6,1300,12000,420000,29386,33.4,0,16,340,2,0,8
메가MGC커피 인천산곡점,인천 부평구 마장로 310 롯데프라자 1층 101호,,6,1600,6900,660000,30145,28.1,17060,11,400,2,0,8
메가MGC커피 인천거북시장점,인천 서구 거북로 89 1층,,6,1800,3600,460000,21751,45.7,0,14,350,0,0,16
메가MGC커피 인천서창초점,인천 남동구 장아산로 182 1층,,6,2400,3700,140000,13798,32.1,0,5,470,2,0,3
메가MGC커피 인천마전점,인천 서구 완정로 35 대운프라자 104호,,6,3000,4200,710000,23273,35.8,7444,15,350,0,0,30
메가MGC커피 계양3동행정복지센터점,인천 계양구 양지로 30 세종빌딩 1층,,6,1300,2400,180000,14452,30,0,7,330,0,0,5
메가MGC커피 인천작전초점,인천 계양구 주부토로 473 1층,,6,1800,1800,730000,35406,39.8,0,16,550,2,0,5
메가MGC커피 간석스카이타운점,인천 남동구 남동대로916번길 6 1층,,6,2300,16000,670000,32839,40.2,19156,26,300,1,0,33
메가MGC커피 인천좋은병원점,인천 서구 청라에메랄드로 84 딜라이트타워2 108호,,6,1500,11000,850000,19588,32.2,0,23,310,0,0,6
메가MGC커피 청라초은고점,인천 서구 청라에메랄드로 49 1층 101호,,6,1100,1300,380000,14433,30.8,0,15,310,3,0,5
메가MGC커피 가정지구점,인천 서구 청중로478번길 7 1층,,6,1100,1800,280000,22535,32.3,0,8,400,1,0,6
메가MGC커피 동암남부역점,인천 부평구 동암남로 4 리치프라자 103호,,6,2100,16000,600000,26588,43.1,30424,14,160,0,0,25
메가MGC커피 인천효성남초점,인천 계양구 새벌로 120 1층,,6,1100,26000,290000,23835,34.1,0,9,400,1,0,6
메가MGC커피 서창1지구점,인천 남동구 매소홀로 1127 수팰리스 1층 101호,,6,1100,1100,80000,12296,34.4,0,4,400,0,0,7
메가MGC커피 인천계양병방점,인천 계양구 장제로 927,,6,1200,2700,460000,21553,41.5,0,11,500,3,0,5
메가MGC커피 논현은봉초점,인천 남동구 논고개로 166 1층 101호,,6,2400,28000,220000,15118,36.8,0,3,470,2,0,4
메가MGC커피 계산도두리점,인천 계양구 도두리로 58 상가동 1층 106호,,6,1200,2100,340000,28505,33.6,0,7,390,3,0,10
메가MGC커피 인천현대제철점,인천 동구 중봉대로 63 한마음관 1층,,6,2000,1300,14000,0,0,0,1,580,0,0,2
메가MGC커피 부평아이즈빌점,인천 부평구 마장로 489 아이즈빌아울렛 1동 1층 1104호,,6,1800,160000,530000,16815,31.8,0,22,800,1,0,4
메가MGC커피 인천임학역점,인천 계양구 장제로875번길 1 104호,,6,2000,8600,490000,35903,43.1,14302,16,510,2,0,12
메가MGC커피 인천원당우체국점,인천 서구 원당대로835번길 14 문스빌 1층,,6,1300,1300,410000,17108,26.9,0,15,370,0,0,11
메가MGC커피 인천경원초점,인천 남동구 경인로 520 탑프라자2 1층 B04호,,6,2300,22000,310000,27121,49.2,0,16,340,1,0,9
메가MGC커피 청라중점,인천 서구 청라라임로122번길 2 103호,,6,1600,5300,290000,21033,35.1,0,16,700,2,0,0
메가MGC커피 송도랜드마크시티점,인천 연수구 랜드마크로 68 랜드마크시티센트럴더샵 상업시설 301동 1층 69호,,6,1100,220000,280000,26406,21,0,8,590,0,0,0
메가MGC커피 인천관교한신점,인천 미추홀구 인하로 348 1층,,6,1800,2000,220000,24988,49.6,0,10,500,2,0,10
메가MGC커피 인천남동공구상가점,인천 남동구 남동서로236번길 30 논현2차푸르지오시티 1층 102호,,6,1700,26000,130000,602,38.3,4168,14,270,0,0,6
메가MGC커피 송도스마트밸리점,인천 연수구 송도미래로 30 지식산업센터 F동 2층 210호,,6,1200,87000,100000,2703,33,0,10,490,1,0,2
메가MGC커피 제물포중점,인천 서구 여우재로 130 JK프라자 104~105호,,6,1900,7200,93000,24515,36.2,0,3,390,4,0,0
메가MGC커피 인천만월초점,인천 남동구 인하로 616 커뮤니티프라자 107호,,6,1100,57000,150000,15639,43,0,7,490,1,0,3
메가MGC커피 검단블루텍점,인천 서구 보듬로 158 블루텍 1층 미플존 104호,,6,1800,56000,130000,419,32.4,0,6,2040,0,0,2
메가MGC커피 인천가좌시장점,인천 서구 장고개로337번길 18-3 영프라자 1층 112호,,6,2600,110000,840000,30894,37.4,0,13,310,3,0,4
메가MGC커피 송도로터리점,인천 연수구 능허대로 205,,6,1800,5800,240000,3045,27.3,0,3,800,0,0,9
메가MGC커피 청라스퀘어7점,인천 서구 청라루비로 76 스퀘어7 지하1층 B167호,,6,600,39000,560000,24194,27.6,0,20,280,0,0,6
메가MGC커피 인하대병원사거리점,인천 미추홀구 아암대로 53 세인트재활빌딩 1층,,6,1900,16000,310000,22759,40.8,0,7,440,0,0,5
메가MGC커피 송도국제업무지구역점,인천 연수구 인천타워대로 365 1층 118호,,6,1300,56000,250000,2724,18.6,3087,13,250,0,0,3
메가MGC커피 인천숭의스타디움점,인천 미추홀구 참외전로 268,,6,1600,34000,370000,20440,44.4,0,8,300,2,0,5
메가MGC커피 인천계산고점,인천 계양구 주부토로 583 1층,,6,1200,300,180000,21360,47.3,0,9,380,1,0,1
메가MGC커피 인천부평고점,인천 부평구 주부토로 69,,6,2100,16000,410000,39236,46.9,23442,20,300,3,0,10
메가MGC커피 부평역지하상가점,인천 부평구 광장로 16 부평민자역사 지하1층 29~30호,,6,1200,560000,1710000,27756,46.1,13714,44,270,1,0,45
메가MGC커피 인천소금밭사거리점,인천 연수구 원인재로 56,,6,1300,13000,230000,21267,24.2,18142,6,460,2,0,0
메가MGC커피 인천구월문화로점,인천 남동구 문화로 91,,6,1700,3800,780000,16842,51.5,20963,23,260,0,0,1
메가MGC커피 송도스마트스퀘어점,인천 연수구 송도미래로11번길 27,,6,1600,75000,270000,17209,33,0,5,490,0,0,2
메가MGC커피 만석비치타운점,인천 동구 화도진로 186 1층,,6,1000,1300,49000,8929,48.3,0,6,340,0,0,0
메가MGC커피 검단우미린리버점,인천 서구 이음3로 221 우미린리버포레 상가2동 1층 104~105호,,6,1900,6000,43000,8798,25.1,0,2,630,1,0,0
메가MGC커피 인천삼산광명점,인천 부평구 부평북로 399 1층,,6,1500,8900,150000,27222,32.1,0,3,430,1,0,5
메가MGC커피 인천마장초점,인천 부평구 안남로 269,,6,1500,10000,170000,34342,28.1,0,7,410,3,0,2
메가MGC커피 백령도점,인천 옹진군 백령면 백령로 866-1,,6,2400,3900,20000,561,63,0,2,162750,1,1,0
메가MGC커피 인천심곡광명점,인천 서구 탁옥로 14,,6,1900,3200,290000,15353,39.7,0,12,400,0,0,15
메가MGC커피 인천동춘대림점,인천 연수구 봉재산로 48,,6,1900,3400,150000,14758,19.1,0,5,500,1,0,2
메가MGC 커피 영종도운서카페거리점,인천 중구 햇내로안길 3,,6,3400,3400,220000,6841,63.7,18916,15,370,0,0,1
